#ClinGen Gene Curation Results
#26 Dec,2024
#Genomic Locations are reported on chm13 (hs1): GCA_009914755.4
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=Gene Symbol
#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
CA12	771	15q22.2	chr15:61126049-61186532	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0007747	
CA5A	763	16q24.2	chr16:93954200-94009162	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014332	
CA8	767	8q12.1	chr8:60609460-60705474	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013188	
CABP2	51475	11q13.2	chr11:67513590-67519195	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2021-08-20	MONDO:0013963	
CABP4	57010	11q13.2	chr11:67446526-67455877	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012490	
CACNA1A	773	19p13.13	chr19:13331719-13759242	3	Sufficient evidence for dosage pathogenicity	19586927	21927611	25735478				0	No evidence available							2017-05-21	MONDO:0007163	
CACNA1C	775	12p13.33	chr12:1966886-2703402	1	Little evidence for dosage pathogenicity							0	No evidence available							2016-03-24		
CACNA1E	777	1q25.3	chr1:180673103-181163498	1	Little evidence for dosage pathogenicity	30343943	34702355					0	No evidence available							2024-09-10	MONDO:0032657	
CADPS2	93664	7q31.32	chr7:123634402-124203325	0	No evidence available							0	No evidence available							2012-07-10		
CALM1	801	14q32.11	chr14:84621229-84632993	0	No evidence available	27535533						0	No evidence available							2023-12-12		
CALM2	805	2p21	chr2:47165202-47182033	0	No evidence available							0	No evidence available							2024-07-09		
CALM3	808	19q13.32	chr19:49426688-49436397	0	No evidence available							0	No evidence available							2024-07-09		
CAMK2A	815	5q32	chr5:150756093-150826632	1	Little evidence for dosage pathogenicity	29100089	29560374	35143101	24463508			0	No evidence available							2023-05-24	MONDO:0030919	
CAMK2B	816	7p13	chr7:44375737-44494344	1	Little evidence for dosage pathogenicity	29100089	33796307	35519826	35753512			0	No evidence available							2023-01-25	MONDO:0030920	
CAMTA1	23261	1p36.31-p36.23	chr1:6313294-7300752	3	Sufficient evidence for dosage pathogenicity	22693284	24738973					0	No evidence available							2017-12-14	MONDO:0013886	
CANT1	124583	17q25.3	chr17:79886485-79904796	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009629	
CAPN3	825	15q15.1	chr15:40165533-40218997	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009675	
CAPRIN1	4076	11p13	chr11:34188759-34239614	1	Little evidence for dosage pathogenicity	35979925	34356170					0	No evidence available							2024-07-24	MONDO:0100038	
CARD14	79092	17q25.3	chr17:81070412-81109756	0	No evidence available							0	No evidence available							2013-08-01		
CASP10	843	2q33.1	chr2:201666352-201712862	1	Little evidence for dosage pathogenicity	21382177						0	No evidence available							2020-04-10		
CASQ2	845	1p13.1	chr1:115707724-115776700	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012762	
CASZ1	54897	1p36.22	chr1:10180201-10340367	1	Little evidence for dosage pathogenicity	8263302						0	No evidence available							2019-04-25		
CATSPER2	117155	15q15.3	chr15:41435861-41475479	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-09-20		
CBFB	865	16q22.1	chr16:72823277-72895354	0	No evidence available							0	No evidence available							2012-02-22		
CBL	867	11q23.3	chr11:119226671-119334559	0	No evidence available							0	No evidence available							2024-02-14	MONDO:0013308	
CBS	875	21q22.3	chr21:41444310-41468059	30	Gene associated with autosomal recessive phenotype							0	No evidence available	11391481						2016-08-22	MONDO:0009352	
CBY2	220082	13q14.13	chr13:44923623-44935862	40	Dosage sensitivity unlikely	32487729	22344438	25807282	32461654			0	No evidence available							2021-02-03		
CC2D2A	57545	4p15.32	chr4:15451777-15583443	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2013-07-17	MONDO:0015369	
CCBE1	147372	18q21.32	chr18:59632718-59900304	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009337	
CCDC103	388389	17q21.31	chr17:45753026-45759276	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013854	
CCDC39	339829	3q26.33	chr3:183404720-183486797	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013434	
CCDC40	55036	17q25.3	chr17:80935288-81001052	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013435	
CCDC8	83987	19q13.32	chr19:49237640-49240878	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013627	
CCN6	8838	6q21	chr6:113237493-113253104	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0008827	
CCNQ	92002	Xq28	chrX:151861560-151873699	1	Little evidence for dosage pathogenicity	18297069	28322501	36284407				0	No evidence available							2024-06-11	MONDO:0010408	
CCT5	22948	5p15.2	chr5:10189237-10205701	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009748	
CD19	930	16p11.2	chr16:29213081-29220458	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013283	
CD27	939	12p13.31	chr12:6455340-6462105	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2023-07-27	MONDO:0014054	
CD36	948	7q21.11	chr7:81620906-81930591	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012031	
CD3D	915	11q23.3	chr11:118355433-118359063	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014280	
CD3E	916	11q23.3	chr11:118321077-118332499	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-05-09	MONDO:0014278	
CD3G	917	11q23.3	chr11:118360702-118371513	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014276	
CD40LG	959	Xq26.3	chrX:134956900-134969116	3	Sufficient evidence for dosage pathogenicity	22750225	24768948	16019685				0	No evidence available	29499223						2020-04-08	MONDO:0010626	
CD59	966	11p13	chr11:33840023-33873492	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012858	
CD8A	925	2p11.2	chr2:86786509-86810303	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012161	
CDAN1	146059	15q15.2	chr15:40530676-40544260	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009135	
CDC42BPB	9578	14q32.32	chr14:97168625-97293800	1	Little evidence for dosage pathogenicity	22495309	28263302					0	No evidence available							2018-10-24	MONDO:0005258	
CDC73	79577	1q31.2	chr1:192469192-192602060	3	Sufficient evidence for dosage pathogenicity	12434154	28774260	21324824	27544721	32590342		0	No evidence available							2022-04-13	MONDO:0007768	
CDH1	999	16q22.1	chr16:74533467-74631804	3	Sufficient evidence for dosage pathogenicity	26182300	24037103	19168852				0	No evidence available							2020-04-10	MONDO:0007648	
CDH15	1013	16q24.3	chr16:95251870-95275698	0	No evidence available							0	No evidence available							2013-08-08	MONDO:0012946	
CDH23	64072	10q22.1	chr10:72266464-72686680	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0037940	
CDHR1	92211	10q23.1	chr10:85073061-85098147	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013348	
CDIN1	84529	15q14	chr15:34385147-34615726	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014285	
CDK13	8621	7p14.1	chr7:40107621-40257030	2	Some evidence for dosage pathogenicity	31238879	28991257	29393965	33004838	29021403	31810576	0	No evidence available							2024-03-27	MONDO:0000508	
CDK4	1019	12q14.1	chr12:57716081-57724364	0	No evidence available							0	No evidence available							2020-09-02	MONDO:0012183	
CDK5RAP2	55755	9q33.2	chr9:132583183-132774496	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011488	
CDK6	1021	7q21.2	chr7:93846868-94078562	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014484	
CDKL5	6792	Xp22.13	chrX:18008198-18236232	3	Sufficient evidence for dosage pathogenicity	15492925	15689447	19241098				0	No evidence available							2012-07-12	MONDO:0010396	
CDKN1B	1027	12p13.1	chr12:12559045-12595906	3	Sufficient evidence for dosage pathogenicity	30990521	17519308	29036195				0	No evidence available							2020-07-08	MONDO:0012552	
CDKN1C	1028	11p15.4	chr11:2972454-2975017	3	Sufficient evidence for dosage pathogenicity	20503313	23197429	26077438				0	No evidence available	26358311						2020-09-25	MONDO:0007534	
CDKN2A	1029	9p21.3	chr9:21982052-22009674	3	Sufficient evidence for dosage pathogenicity	30291219	29661971	12072543	11156381	18612309		0	No evidence available							2022-03-18	MONDO:0007964	
CDT1	81620	16q24.3	chr16:94874309-94879778	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013431	
CDY1	9085	Yq11.23	chrY:26434555-26437295	0	No evidence available							0	No evidence available							2012-08-22		
CEBPA	1050	19q13.11	chr19:35819706-35822306	0	No evidence available							0	No evidence available							2022-06-09	MONDO:0018874	
CEBPE	1053	14q11.2	chr14:17317962-17319911	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0044207	
CELF4	56853	18q12.2	chr18:37436109-37759447	1	Little evidence for dosage pathogenicity	28714951						0	No evidence available							2022-12-07	MONDO:0001071	
CENPJ	55835	13q12.12-q12.13	chr13:24090519-24131119	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012029	
CENPP	401541	9q22.31	chr9:104492482-104787099	0	No evidence available							0	No evidence available							2012-09-19		
CEP164	22897	11q23.3	chr11:117331361-117429915	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013917	
CEP290	80184	12q21.32	chr12:88030894-88124041	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-08-22	MONDO:0015369	
CEP78	84131	9q21.2	chr9:90393190-90436832	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-10-23	MONDO:0020778	
CERS3	204219	15q26.3	chr15:98159133-98303435	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014010	
CERT1	10087	5q13.3	chr5:75837238-75993207	0	No evidence available							0	No evidence available							2023-01-25		
CFAP53	220136	18q21.1	chr18:50428917-50468237	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013887	
CFC1	55997	2q21.1	chr2:131026073-131033483	0	No evidence available							0	No evidence available							2021-09-22		
CFD	1675	19p13.3	chr19:815769-819749	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013487	
CFL2	1073	14q13.1	chr14:28908282-28913994	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012538	
CFTR	1080	7q31.2	chr7:118602456-119031369	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009061	
CHAMP1	283489	13q34	chr13:113523540-113546668	1	Little evidence for dosage pathogenicity	26751395	26340335	27148580			34021018	0	No evidence available							2024-05-14	MONDO:0100038	
CHAT	1103	10q11.23	chr10:50457901-50516753	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009689	
CHD1L	9557	1q21.1	chr1:147512569-147565708	0	No evidence available							0	No evidence available							2018-08-30		
CHD2	1106	15q26.1	chr15:90662452-90790268	3	Sufficient evidence for dosage pathogenicity	23708187	23020937	24207121				0	No evidence available							2019-10-23	MONDO:0014150	
CHD4	1108	12p13.31	chr12:6580442-6624877	1	Little evidence for dosage pathogenicity	31388190	31238879	34408481				0	No evidence available							2022-11-30	MONDO:0014946	
CHD5	26038	1p36.31	chr1:5627473-5705967	1	Little evidence for dosage pathogenicity	33944996						Not yet evaluated	Not yet evaluated							2022-09-27	MONDO:0100038	
CHD7	55636	8q12.2	chr8:61102480-61291800	3	Sufficient evidence for dosage pathogenicity	21158681	16400610	19248844				0	No evidence available							2023-04-11	MONDO:0008965	
CHD8	57680	14q11.2	chr14:15582671-15653516	3	Sufficient evidence for dosage pathogenicity	23160955	24998929	27824329				0	No evidence available							2018-04-25	MONDO:0100038	
CHEK1	1111	11q24.2	chr11:125653784-125704891	0	No evidence available	33504652	26689913					0	No evidence available							2021-11-10		
CHEK2	11200	22q12.1	chr22:29149178-29204057	3	Sufficient evidence for dosage pathogenicity	15122511	16897426	18381420				0	No evidence available							2020-01-08	MONDO:0016419	
CHKB	1120	22q13.33	chr22:51089487-51111970	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011246	
CHL1	10752	3p26.3	chr3:188582-401277	0	No evidence available	27933663	20101686	34056867	21457564	25451713	12812975	0	No evidence available	23436495	24778888					2023-12-12		
CHM	1121	Xq21.2	chrX:84292297-84478781	3	Sufficient evidence for dosage pathogenicity	33538369	27070432					0	No evidence available							2021-03-24	MONDO:0010557	
CHMP1A	5119	16q24.3	chr16:95724606-95742549	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013990	
CHMP7	91782	8p21.3	chr8:23518494-23536871	0	No evidence available							0	No evidence available							2022-09-27		
CHRDL1	91851	Xq23	chrX:109121756-109243898	3	Sufficient evidence for dosage pathogenicity	22284829	25093588	26020825				0	No evidence available							2016-12-08	MONDO:0010649	
CHRM3	1131	1q43	chr1:238798995-239328609	0	No evidence available							0	No evidence available							2023-11-16		
CHRNA7	1139	15q13.3	chr15:29717600-29967342	0	No evidence available							0	No evidence available							2018-05-10		
CHST6	4166	16q23.1	chr16:81520242-81543641	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009020	
CHSY1	22856	15q26.3	chr15:98930755-99007076	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011533	
CIC	23152	19q13.2	chr19:45087910-45115170	3	Sufficient evidence for dosage pathogenicity	28288114	28263302	22542183	35165976	34117072	30504930	0	No evidence available							2022-11-08	MONDO:0100038	
CIDEC	63924	3p25.3	chr3:9858719-9872263	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014098	
CITED2	10370	6q24.1	chr6:140555711-140558549	0	No evidence available	16287139	31515672	33439552	23082118	28687891	24848765	0	No evidence available							2023-11-29	MONDO:0000119	
CLASP1	23332	2q14.2-q14.3	chr2:121773062-122084756	0	No evidence available							0	No evidence available							2022-12-13		
CLCF1	23529	11q13.2	chr11:67358280-67368294	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012467	
CLCN4	1183	Xp22.2	chrX:9739532-9820250	1	Little evidence for dosage pathogenicity	25644381	27550844					0	No evidence available							2022-07-27	MONDO:0010250	
CLCN5	1184	Xp11.23	chrX:49238534-49416897	3	Sufficient evidence for dosage pathogenicity	15086899	22083641					0	No evidence available							2012-10-18	MONDO:0010225	
CLCNKA	1187	1p36.13	chr1:15460186-15475360	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-05-17	MONDO:0000909	
